"","id","org","year","donor","donor_specific","type_donor","internal_donor","donor_continent","amount_nominal","amount_currency2","amount_currency","earmarked","hq","full_series","granularity","source","page","accessed","link","comment","assign","value","amount_nominal_usd","operations","issue_area","issue_area2","issue_area3","staff","comments","staff_quantile","recipient_quantile"
"823",25947,"WIPO",2011,"Spain",NA,"public","no","Europe",455790,"CHF","CHF",NA,NA,TRUE,"very granular","wipo_pbr_2010-1","222-225",2022-01-13,"https://www.wipo.int/export/sites/www/about-wipo/en/budget/pdf/budget_2010_2011.pdf",NA,"R",0.888042,513252.751559048,"non-field","Labour, Economic Affairs, Science","Prosperity","Patents",1162,"Staff: as of Sept. 2018","3rd_quantile","4th_quantile"
"824",10594,"IOM",2020,"Mozambique","voluntary contribution","public","no","Africa",1463256,"USD","USD",NA,NA,TRUE,"very granular","iom_fr_2020","75-76",2022-02-15,"https://governingbodies.iom.int/system/files/en/council/112/C-112-3%20_%20Financial%20Report%202020.pdf",NA,"remo",1,1463256,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"825",21880,"WHO",2017,"Australia",NA,"public","no","Oceania",30000,"USD","USD",NA,FALSE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,30000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"826",7598,"IOM",2000,"Latvia","assessed contribution","public","no","Europe",17013,"CHF","CHF",NA,NA,FALSE,"very granular","iom_fr_2000","20-21",2022-02-14,"https://www.iom.int/resources/mc/2041/part-ii-financial-report-year-ended-31-december-2000-part-2-2","outstanding contributions were deducted","remo",1.688843,10073.7605567835,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"827",26834,"WIPO",2016,"Montenegro",NA,"public","no","Europe",11395,"CHF","CHF",NA,NA,TRUE,"very granular","wipo_pbr_2016-7","239-242",2022-01-13,"https://www.wipo.int/export/sites/www/about-wipo/en/budget/pdf/budget_2016_2017.pdf",NA,"R",0.985394,11563.9023578386,"non-field","Labour, Economic Affairs, Science","Prosperity","Patents",1162,"Staff: as of Sept. 2018","3rd_quantile","4th_quantile"
"828",9999,"IOM",2017,"Guyana","voluntary contribution","public","no","Latin America",520672,"USD","USD",NA,NA,TRUE,"very granular","iom_fr_2017","69-70",2022-02-15,"https://governingbodies.iom.int/system/files/en/council/109/C-109-3%20-%20Financial%20Report%20for%20the%20year%202017.pdf",NA,"remo",1,520672,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"829",20351,"WHO",2004,"Chile",NA,"public","no","Latin America",333920.5,"USD","USD",NA,NA,TRUE,"very granular","who_fr_2004-5","49-53",2022-01-10,"https://apps.who.int/iris/bitstream/handle/10665/21317/A59_28-en.pdf?sequence=1&isAllowed=y","Assessed contributions; covering 2004 and 2005","R",1,333920.5,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"830",29588,"WTO",2012,"Venezuela",NA,"public","no","Latin America",742226,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2012","150-1",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",0.937684,791552.377986614,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"831",11099,"OHCHR",2005,"UN","UNAIDS","public","no",NA,105420,"USD","USD",NA,NA,TRUE,"very granular","ohchr_ar_2005","24",2021-12-21,"https://www.ohchr.org/Documents/AboutUs/annualreport2005.pdf","current USD = USD as of time of report","remo",1,105420,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"832",8190,"IOM",2006,"Armenia","assessed contribution","public","no","Europe",12828,"CHF","CHF",NA,NA,TRUE,"very granular","iom_fr_2006","21-25",2022-02-14,"https://www.iom.int/resources/mc/2223-financial-report-year-ended-31-december-2006","outstanding contributions were deducted","remo",1.253843,10230.9459796801,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"833",31569,"WHO",2018,"Bolivia","assessed contributions","public","no","Latin America",57410,"USD","USD",NA,NA,TRUE,"very granular","CEB Portal","-",2022-04-09,"https://unsceb.org/fs-revenue-government-donor",NA,"livio",1,57410,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"834",31090,"WHO",2018,"Iran","assessed contributions","public","no","Asia",2274167,"USD","USD",NA,NA,TRUE,"very granular","CEB Portal","-",2022-04-09,"https://unsceb.org/fs-revenue-government-donor",NA,"livio",1,2274167,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"835",11179,"OHCHR",2006,"Turkey",NA,"public","no","Asia",70000,"USD","USD",NA,NA,TRUE,"very granular","ohchr_ar_2006","158",2021-12-21,"https://www.ohchr.org/Documents/AboutUs/annualreport2006.pdf","current USD = USD as of time of report","remo",1,70000,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"836",24951,"WHO",2021,"Eisai Co., Ltd",NA,"private","no",NA,149500,"USD","USD",NA,TRUE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,149500,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"837",27396,"WIPO",2019,"Mali",NA,"public","no","Africa",1424,"CHF","CHF",NA,NA,TRUE,"very granular","wipo_pbr_2018-9","237-240",2022-01-13,"https://www.wipo.int/export/sites/www/about-wipo/en/budget/pdf/budget_2018_2019.pdf",NA,"R",0.993775,1432.91992654273,"non-field","Labour, Economic Affairs, Science","Prosperity","Patents",1162,"Staff: as of Sept. 2018","3rd_quantile","4th_quantile"
"838",14148,"UNHCR",2011,"Finland",NA,"public","no","Europe",28074419,"USD","USD",NA,NA,TRUE,"very granular","unhcr_fr_2011","92-95",2021-12-25,"https://www.unhcr.org/publications/fundraising/4fc8808f0/unhcr-global-report-2011-funding-unhcrs-programmes.html",NA,"R",1,28074419,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"839",10486,"IOM",2019,NA,"Promissory note repayments","private","no",NA,43573075,"USD","USD",NA,NA,TRUE,"partially granular","iom_fr_2019","75-76",2022-02-15,"https://governingbodies.iom.int/system/files/en/council/111/C-111-3%20-%20Financial%20Report%202019.pdf",NA,"remo",1,43573075,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"840",10661,"IOM",2020,"Vanuatu","assessed contribution","public","no","Oceania",575,"CHF","CHF",NA,NA,TRUE,"very granular","iom_fr_2020","58-64",2022-02-15,"https://governingbodies.iom.int/system/files/en/council/112/C-112-3%20_%20Financial%20Report%202020.pdf","outstanding contributions were deducted","remo",0.938895,612.422049323939,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"841",30200,"WTO",2016,"Ukraine",NA,"public","no","Europe",782000,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2016","176-7",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",0.985394,793591.192964439,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"842",9418,"IOM",2013,NA,"voluntary contribution","private","no",NA,7274469,"USD","USD",NA,NA,TRUE,"partially granular","iom_fr_2013","63",2022-02-15,"https://governingbodies.iom.int/system/files/migrated_files/about-iom/governing-bodies/en/council/105/C-105-4.pdf","Private Donors","remo",1,7274469,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"843",11028,"OHCHR",2004,"United Arab Emirates",NA,"public","no","Middle East",29961,"USD","USD",NA,NA,TRUE,"very granular","ohchr_ar_2004","22",2021-12-21,"https://www.ohchr.org/Documents/AboutUs/annualreport2004.pdf","current USD = USD as of time of report","remo",1,29961,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"844",5007,"ILO",2008,"Barbados",NA,"public","no","Latin America",35520,"CHF","CHF",NA,NA,TRUE,"very granular","ilo_fr_2008-9","51-56",2022-01-05,"https://www.ilo.org/wcmsp5/groups/public/---ed_mas/---finance/documents/genericdocument/wcms_735403.pdf","Assessed contributions according to UN allocations assessment","remo",1.08309,32795.0585823893,"non-field","Labour, Economic Affairs, Science","Prosperity","Labor Conditions",3381,"Staff: as of Dec. 2020","2nd_quantile","2nd_quantile"
"845",22161,"WHO",2017,"Italy",NA,"public","no","Europe",395000,"USD","USD",NA,FALSE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,395000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"846",26071,"WIPO",2012,"Liberia",NA,"public","no","Africa",1424,"CHF","CHF",NA,NA,TRUE,"very granular","wipo_pbr_2012-3","225-228",2022-01-13,"https://www.wipo.int/export/sites/www/about-wipo/en/budget/pdf/budget_2012_2013.pdf",NA,"R",0.937684,1518.63527584986,"non-field","Labour, Economic Affairs, Science","Prosperity","Patents",1162,"Staff: as of Sept. 2018","3rd_quantile","4th_quantile"
"847",27821,"WTO",2001,"Barbados",NA,"public","no","Latin America",26580,"CHF","CHF",NA,NA,FALSE,"very granular","ar_wto_2001","148-151",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",1.687615,15750.0377752035,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"848",16574,"UNOG",2005,"Denmark","assessed contribution","public","no","Europe",1552691.35055573,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2005","3-6",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2004-5","remo",1,1552691.35055573,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"849",1421,"ICRC",2000,"Kolb'sche Familien-Stiftung",NA,"private","no",NA,10000,"CHF","CHF",NA,NA,FALSE,"very granular","ar_icrc_2000","272-9",2022-10-11,"https://blogs.icrc.org/cross-files/annual-reports/",NA,"livio",1.688843,5921.21351718307,"field","Humanitarian Law and Action","Peace","Humanitarian",20000,"Staff: as of 2022","1st_quantile","2nd_quantile"
"850",19138,"UNOG",2018,"Monaco","assessed contribution","public","no","Europe",24733.5769035351,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2018","8-12",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2018-9","remo",1,24733.5769035351,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"851",12538,"OHCHR",2019,"Open Society Foundation",NA,"private","no",NA,107000,"USD","USD",NA,NA,TRUE,"very granular","ohchr_ar_2019","90-91",2021-12-22,"https://www.ohchr.org/Documents/Publications/OHCHRreport2019.pdf","current USD = USD as of time of report","remo",1,107000,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"852",21201,"WHO",2016,"FIA Foundation for the Automobile and Society",NA,"private","no",NA,33500,"USD","USD",NA,TRUE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,33500,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"853",14237,"UNHCR",2011,NA,"Argentina","private","no",NA,13617,"USD","USD",NA,NA,TRUE,"partially granular","unhcr_fr_2011","92-95",2021-12-25,"https://www.unhcr.org/publications/fundraising/4fc8808f0/unhcr-global-report-2011-funding-unhcrs-programmes.html","Private Donors","R",1,13617,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"854",29319,"WTO",2011,"Costa Rica",NA,"public","no","Latin America",159326,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2011","149-151",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",0.888042,179412.685436049,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"855",20837,"WHO",2007,"Bahamas",NA,"public","no","Latin America",54525,"USD","USD",NA,NA,TRUE,"very granular","who_fr_2006-7","47-51",2022-01-10,"https://apps.who.int/iris/bitstream/handle/10665/23482/A61_20-en.pdf?sequence=1&isAllowed=y","Assessed contributions; covering 2006 and 2007","R",1,54525,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"856",23772,"WHO",2019,"Sightsavers",NA,"private","no",NA,159000,"USD","USD",NA,TRUE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,159000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"857",27806,"WTO",2000,"United Arab Emirates",NA,"public","no","Middle East",681108,"CHF","CHF",NA,NA,FALSE,"very granular","ar_wto_2000","114-7",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",1.688843,403298.589626152,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"858",15902,"UNOG",2001,"Philippines","assessed contribution","public","no","Asia",105000.5824,"USD","USD",NA,NA,FALSE,"very granular","UN_Sec_Contr_2001","2-7",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2000-1","remo",1,105000.5824,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"859",29016,"WTO",2009,"Cuba",NA,"public","no","Latin America",116374,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2009","122-4",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",1.088142,106947.438845298,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"860",16133,"UNOG",2002,"United Arab Emirates","assessed contribution","public","no","Middle East",222660.6631,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2002","9-14",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2002-3","remo",1,222660.6631,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"861",30472,"WTO",2018,"Montenegro",NA,"public","no","Europe",29325,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2018","200-1",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",0.977883,29988.2501280828,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"862",8870,"IOM",2010,"Nepal","assessed contribution","public","no","Asia",1260,"CHF","CHF",NA,NA,TRUE,"very granular","iom_fr_2010","36-40",2022-02-15,"https://governingbodies.iom.int/system/files/jahia/webdav/shared/shared/mainsite/about_iom/en/council/100/MC_2313.pdf","outstanding contributions were deducted","remo",1.042906,1208.16257649299,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"863",9296,"IOM",2013,"El Salvador","voluntary contribution","public","no","Latin America",69100,"USD","USD",NA,NA,TRUE,"very granular","iom_fr_2013","63",2022-02-15,"https://governingbodies.iom.int/system/files/migrated_files/about-iom/governing-bodies/en/council/105/C-105-4.pdf",NA,"remo",1,69100,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"864",26046,"WIPO",2012,"Guinea-Bissau",NA,"public","no","Africa",1424,"CHF","CHF",NA,NA,TRUE,"very granular","wipo_pbr_2012-3","225-228",2022-01-13,"https://www.wipo.int/export/sites/www/about-wipo/en/budget/pdf/budget_2012_2013.pdf",NA,"R",0.937684,1518.63527584986,"non-field","Labour, Economic Affairs, Science","Prosperity","Patents",1162,"Staff: as of Sept. 2018","3rd_quantile","4th_quantile"
"865",4860,"ILO",2007,"Bosnia and Herzegovina",NA,"public","no","Europe",11143,"CHF","CHF",NA,NA,TRUE,"very granular","ilo_fr_2006-7","18-21",2022-01-05,"https://www.ilo.org/wcmsp5/groups/public/---ed_mas/---finance/documents/genericdocument/wcms_735407.pdf","Assessed contributions according to UN allocations assessment","remo",1.200366,9283.00201771793,"non-field","Labour, Economic Affairs, Science","Prosperity","Labor Conditions",3381,"Staff: as of Dec. 2020","2nd_quantile","2nd_quantile"
"866",29764,"WTO",2014,"Chad",NA,"public","no","Africa",37145,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2014","146-7",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",0.916151,40544.6263770929,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"867",3887,"ICRC",2019,"Belgium",NA,"public","no","Europe",27096119,"CHF","CHF",NA,NA,TRUE,"very granular","ar_icrc_2019(2)","540-4",2022-10-12,"https://blogs.icrc.org/cross-files/annual-reports/",NA,"livio",0.993775,27265848.9094614,"field","Humanitarian Law and Action","Peace","Humanitarian",20000,"Staff: as of 2022","1st_quantile","2nd_quantile"
"868",13297,"UNHCR",2005,"United States",NA,"public","no","North America",322711535,"USD","USD",NA,NA,TRUE,"very granular","unhcr_fr_2005","24-29",2021-12-24,"https://www.unhcr.org/449267630.pdf",NA,"R",1,322711535,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
"869",21191,"WHO",2016,"European Respiratory Society (ERS)",NA,"private","no",NA,12000,"USD","USD",NA,NA,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,12000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"870",1036,"Global Fund",2009,"United States",NA,"public","no","North America",958579000,"USD","USD",NA,NA,TRUE,"very granular","ar_globalfund_2010","23",2021-12-21,"https://www.theglobalfund.org/en/archive/annual-reports/",NA,"livio",1,958579000,"non-field","Health","Health","AIDS, Tuberculosis, Malaria",700,"Operations: GF invests money into countries, research, local implementors; Staff: as of 2022","3rd_quantile","1st_quantile"
"871",29556,"WTO",2012,"Rwanda",NA,"public","no","Africa",29145,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2012","150-1",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",0.937684,31081.8996591602,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"872",5465,"ILO",2010,"Vietnam",NA,"public","no","Asia",93311,"CHF","CHF",NA,NA,TRUE,"very granular","ilo_fr_2010","90-96",2022-01-03,"https://www.ilo.org/wcmsp5/groups/public/---ed_norm/---relconf/documents/meetingdocument/wcms_155356.pdf","Assessed contributions according to UN allocations assessment","remo",1.042906,89472.1096628076,"non-field","Labour, Economic Affairs, Science","Prosperity","Labor Conditions",3381,"Staff: as of Dec. 2020","2nd_quantile","2nd_quantile"
"873",17357,"UNOG",2009,"Germany","assessed contribution","public","no","Europe",21829964.3600418,"USD","USD",NA,NA,TRUE,"very granular","UN_Sec_Contr_2009","3-7",2022-03-14,"https://www.un.org/en/ga/contributions/budget.shtml","Contribution to regular budget * percentage of UNOG in overall UN Secretariat budget in 2008-9","remo",1,21829964.3600418,"non-field","Peace","Peace","Dialogue and Coordination",1600,"Staff: as of 2022","2nd_quantile","3rd_quantile"
"874",4418,"ILO",2004,"Bangladesh",NA,"public","no","Asia",35483,"CHF","CHF",NA,NA,TRUE,"very granular","ilo_fr_2004-5","56-59",2022-01-05,"https://www.ilo.org/wcmsp5/groups/public/---ed_mas/---finance/documents/genericdocument/wcms_735409.pdf","Assessed contributions according to UN allocations assessment","remo",1.243496,28534.8726493692,"non-field","Labour, Economic Affairs, Science","Prosperity","Labor Conditions",3381,"Staff: as of Dec. 2020","2nd_quantile","2nd_quantile"
"875",28984,"WTO",2009,"Angola",NA,"public","no","Africa",251518,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2009","122-4",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",1.088142,231144.464601127,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"876",1136,"Global Fund",2015,"Germany",NA,"public","no","Europe",210000000,"EUR","EUR",NA,NA,TRUE,"very granular","ar_globalfund_2015","17",2021-12-23,"https://www.theglobalfund.org/en/archive/annual-reports/",NA,"livio",0.901296,232997816.477606,"non-field","Health","Health","AIDS, Tuberculosis, Malaria",700,"Operations: GF invests money into countries, research, local implementors; Staff: as of 2022","3rd_quantile","1st_quantile"
"877",11697,"OHCHR",2011,"Moldova",NA,"public","no","Europe",10000,"USD","USD",TRUE,NA,TRUE,"very granular","ohchr_ar_2011","125-129",2021-12-21,"https://www2.ohchr.org/english/ohchrreport2011/web_version/ohchr_report2011_web/allegati/16_Funding.pdf","current USD = USD as of time of report","remo",1,10000,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"878",21701,"WHO",2016,"UN","UNDP Multi-Partner Trust Fund (MPTF)","public","no",NA,43000,"USD","USD",NA,TRUE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,43000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"879",1693,"ICRC",2002,"Odeon Foundation",NA,"private","no",NA,21350,"CHF","CHF",NA,NA,TRUE,"very granular","ar_icrc_2002","374-85",2022-10-11,"https://blogs.icrc.org/cross-files/annual-reports/",NA,"livio",1.558607,13698.1291627716,"field","Humanitarian Law and Action","Peace","Humanitarian",20000,"Staff: as of 2022","1st_quantile","2nd_quantile"
"880",9212,"IOM",2012,"Slovenia","voluntary contribution","public","no","Europe",26348,"USD","USD",NA,NA,TRUE,"very granular","iom_fr_2012","62",2022-02-15,"https://governingbodies.iom.int/system/files/migrated_files/about-iom/governing-bodies/en/council/103/MC_2376.pdf",NA,"remo",1,26348,"field","Humanitarian Law and Action","Peace","Migration",13844,"Staff: 95% based in the field; as of 2019","1st_quantile","1st_quantile"
"881",24915,"WHO",2021,"COVID-19 Solidarity Fund",NA,"private","no",NA,1850000,"USD","USD",NA,FALSE,TRUE,"very granular","WHO Budget Platform",NA,2022-02-10,"http://open.who.int/2020-21/contributors/contributor",NA,"livio",1,1850000,"non-field","Health","Health","Public Health",7958,"Staff: as of Aug. 2018","1st_quantile","1st_quantile"
"882",28722,"WTO",2007,"Dominican Republic",NA,"public","no","Latin America",196745,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2007","114-8",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",1.200366,163904.175893019,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"883",29694,"WTO",2013,"Nicaragua",NA,"public","no","Latin America",44965,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2013","142-3",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",0.926904,48510.9569060011,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"884",12130,"OHCHR",2015,"Norway",NA,"public","no","Europe",5597456,"USD","USD",TRUE,NA,TRUE,"very granular","ohchr_ar_2015","61-65",2021-12-22,"https://www2.ohchr.org/english/OHCHRreport2015/allegati/Downloads/1_The_whole_Report_2015.pdf","current USD = USD as of time of report","remo",1,5597456,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"885",5153,"ILO",2008,"Zimbabwe",NA,"public","no","Africa",223,"CHF","CHF",NA,NA,TRUE,"very granular","ilo_fr_2008-9","51-56",2022-01-05,"https://www.ilo.org/wcmsp5/groups/public/---ed_mas/---finance/documents/genericdocument/wcms_735403.pdf","Assessed contributions according to UN allocations assessment","remo",1.08309,205.89240044687,"non-field","Labour, Economic Affairs, Science","Prosperity","Labor Conditions",3381,"Staff: as of Dec. 2020","2nd_quantile","2nd_quantile"
"886",29452,"WTO",2012,"Bolivia",NA,"public","no","Latin America",58290,"CHF","CHF",NA,NA,TRUE,"very granular","ar_wto_2012","150-1",2022-01-06,"https://www.wto.org/english/res_e/publications_e/publ_by_title_e.htm",NA,"livio",0.937684,62163.7993183205,"non-field","Labour, Economic Affairs, Science","Prosperity","Trade",625,"Staff: as of 2022","4th_quantile","3rd_quantile"
"887",11920,"OHCHR",2013,"OIF",NA,"public","no",NA,211666,"USD","USD",TRUE,NA,TRUE,"very granular","ohchr_ar_2013","131-135",2021-12-22,"https://www2.ohchr.org/english/OHCHRReport2013/WEB_version/allegati/downloads/1_The_whole_Report_2013.pdf","current USD = USD as of time of report","remo",1,211666,"field","Humanitarian Law and Action","Peace","Human Rights",905,"Staff: considered are only professional (P) and higher categories; as of June 2020; issue_area from https://www.geneve-int.ch/resources-topic","3rd_quantile","4th_quantile"
"888",25758,"WIPO",2010,"Slovenia",NA,"public","no","Europe",45579,"CHF","CHF",NA,NA,TRUE,"very granular","wipo_pbr_2010-1","222-225",2022-01-13,"https://www.wipo.int/export/sites/www/about-wipo/en/budget/pdf/budget_2010_2011.pdf",NA,"R",1.042906,43703.8429158524,"non-field","Labour, Economic Affairs, Science","Prosperity","Patents",1162,"Staff: as of Sept. 2018","3rd_quantile","4th_quantile"
"889",13420,"UNHCR",2006,"South Korea",NA,"public","no","Asia",1621261,"USD","USD",NA,NA,TRUE,"very granular","unhcr_fr_2006","66-69",2021-12-24,"https://www.unhcr.org/4a2fb600a93.pdf",NA,"R",1,1621261,"field","Humanitarian Law and Action","Peace","Migration",17878,"Staff: 87% based in the field; as of Dec. 2020","1st_quantile","1st_quantile"
